Policy,Sample,Gender,RatingArea,NCD,ProtectedNCD,DrivingRestriction,VehicleAge,LossYear,Exposures,DevelopedLoss,PurePrem
2136,TRAIN,Male,1B,0,N,Named,7,2013,0.07,5590.675943,79866.79919
2138,TRAIN,Male,1B,0,N,Named,7,2013,0.07,5590.675943,79866.79919
2140,TRAIN,Male,1B,0,N,Named,7,2013,0.07,5590.675943,79866.79919
2141,TRAIN,Female,5B,2,N,Named,6,2013,0.14,11179.83248,79855.94629
2143,TRAIN,Female,5B,2,N,Named,6,2013,0.14,11179.83248,79855.94629
2144,TRAIN,Female,5B,2,N,Named,6,2013,0.14,11179.83248,79855.94629
2145,TRAIN,Female,5B,2,N,Named,6,2013,0.14,11179.83248,79855.94629
2146,TRAIN,Female,2A,2,N,Any,5,2013,0.12,9530.817926,79423.48272
2147,TRAIN,Female,2A,2,N,Any,5,2013,0.12,9530.817926,79423.48272
2148,TRAIN,Female,2A,2,N,Any,5,2013,0.12,9530.817926,79423.48272
2149,TRAIN,Female,2A,2,N,Any,5,2013,0.12,9530.817926,79423.48272
2150,TRAIN,Female,2A,2,N,Any,5,2013,0.12,9530.817926,79423.48272
2152,TRAIN,Male,3B,4+,Y,Any,0,2013,0.36,28396.91323,78880.31453
2154,TRAIN,Male,3B,4+,Y,Any,0,2013,0.36,28396.91323,78880.31453
2155,TRAIN,Male,3B,4+,Y,Any,0,2013,0.36,28396.91323,78880.31453
2156,TRAIN,Male,1B,4+,N,Named,6,2014,0.2,15773.21807,78866.09035
2157,TRAIN,Male,1B,4+,N,Named,6,2014,0.2,15773.21807,78866.09035
2158,TRAIN,Male,1B,4+,N,Named,6,2014,0.2,15773.21807,78866.09035
2160,TRAIN,Male,1B,4+,N,Named,6,2014,0.2,15773.21807,78866.09035
2161,TRAIN,Male,6A,2,N,Any,9,2014,0.02,1575.291957,78764.59785
2162,TRAIN,Male,6A,2,N,Any,9,2014,0.02,1575.291957,78764.59785
2163,TRAIN,Male,6A,2,N,Any,9,2014,0.02,1575.291957,78764.59785
2164,TRAIN,Male,6A,2,N,Any,9,2014,0.02,1575.291957,78764.59785
2165,TRAIN,Male,6A,2,N,Any,9,2014,0.02,1575.291957,78764.59785
2166,TRAIN,Female,3A,2,N,Named,0,2013,0.13,10216.92742,78591.74938
2167,TRAIN,Female,3A,2,N,Named,0,2013,0.13,10216.92742,78591.74938
2168,TRAIN,Female,3A,2,N,Named,0,2013,0.13,10216.92742,78591.74938
2170,TRAIN,Female,3A,2,N,Named,0,2013,0.13,10216.92742,78591.74938
2171,TRAIN,Female,4A,4+,N,Named,8,2014,0.07,5488.702848,78410.04069
2172,TRAIN,Female,4A,4+,N,Named,8,2014,0.07,5488.702848,78410.04069
2173,TRAIN,Female,4A,4+,N,Named,8,2014,0.07,5488.702848,78410.04069
2174,TRAIN,Female,4A,4+,N,Named,8,2014,0.07,5488.702848,78410.04069
2176,TRAIN,Female,3A,4+,Y,Named,6,2014,0.09,7052.037355,78355.97061
2177,TRAIN,Female,3A,4+,Y,Named,6,2014,0.09,7052.037355,78355.97061
2178,TRAIN,Female,3A,4+,Y,Named,6,2014,0.09,7052.037355,78355.97061
2181,TRAIN,Male,2B,0,N,Any,0,2013,0.15,11738.84062,78258.93747
2182,TRAIN,Male,2B,0,N,Any,0,2013,0.15,11738.84062,78258.93747
2183,TRAIN,Male,2B,0,N,Any,0,2013,0.15,11738.84062,78258.93747
2184,TRAIN,Male,2B,0,N,Any,0,2013,0.15,11738.84062,78258.93747
2185,TRAIN,Male,2B,0,N,Any,0,2013,0.15,11738.84062,78258.93747
2186,TRAIN,Female,3B,2,N,Any,3,2013,0.3,23434.7416,78115.80533
2187,TRAIN,Female,3B,2,N,Any,3,2013,0.3,23434.7416,78115.80533
2188,TRAIN,Female,3B,2,N,Any,3,2013,0.3,23434.7416,78115.80533
2189,TRAIN,Female,3B,2,N,Any,3,2013,0.3,23434.7416,78115.80533
2191,TRAIN,Male,4A,2,N,Named,1,2014,0.15,11678.17059,77854.4706
2192,TRAIN,Male,4A,2,N,Named,1,2014,0.15,11678.17059,77854.4706
2193,TRAIN,Male,4A,2,N,Named,1,2014,0.15,11678.17059,77854.4706
2194,TRAIN,Male,4A,2,N,Named,1,2014,0.15,11678.17059,77854.4706
2195,TRAIN,Male,4A,2,N,Named,1,2014,0.15,11678.17059,77854.4706
2196,TRAIN,Female,4B,1,N,Named,9,2013,0.11,8563.02435,77845.67591
2197,TRAIN,Female,4B,1,N,Named,9,2013,0.11,8563.02435,77845.67591
2198,TRAIN,Female,4B,1,N,Named,9,2013,0.11,8563.02435,77845.67591
2200,TRAIN,Female,4B,1,N,Named,9,2013,0.11,8563.02435,77845.67591
2202,TRAIN,Male,4B,4+,N,Named,11,2014,0.08,6204.924937,77561.56171
2203,TRAIN,Male,4B,4+,N,Named,11,2014,0.08,6204.924937,77561.56171
2204,TRAIN,Male,4B,4+,N,Named,11,2014,0.08,6204.924937,77561.56171
2205,TRAIN,Male,4B,4+,N,Named,11,2014,0.08,6204.924937,77561.56171
2206,TRAIN,Female,6A,4+,Y,Named,7,2013,0.18,13945.67422,77475.96789
2207,TRAIN,Female,6A,4+,Y,Named,7,2013,0.18,13945.67422,77475.96789
2208,TRAIN,Female,6A,4+,Y,Named,7,2013,0.18,13945.67422,77475.96789
2209,TRAIN,Female,6A,4+,Y,Named,7,2013,0.18,13945.67422,77475.96789
2210,TRAIN,Female,6A,4+,Y,Named,7,2013,0.18,13945.67422,77475.96789
2211,TRAIN,Male,2A,0,N,Named,3,2013,0.09,6967.651322,77418.34802
2212,TRAIN,Male,2A,0,N,Named,3,2013,0.09,6967.651322,77418.34802
2213,TRAIN,Male,2A,0,N,Named,3,2013,0.09,6967.651322,77418.34802
2214,TRAIN,Male,2A,0,N,Named,3,2013,0.09,6967.651322,77418.34802
2215,TRAIN,Male,2A,0,N,Named,3,2013,0.09,6967.651322,77418.34802
2216,TRAIN,Male,4B,4+,Y,Any,9,2013,0.14,10820.19643,77287.11736
2217,TRAIN,Male,4B,4+,Y,Any,9,2013,0.14,10820.19643,77287.11736
2218,TRAIN,Male,4B,4+,Y,Any,9,2013,0.14,10820.19643,77287.11736
2219,TRAIN,Male,4B,4+,Y,Any,9,2013,0.14,10820.19643,77287.11736
2220,TRAIN,Male,4B,4+,Y,Any,9,2013,0.14,10820.19643,77287.11736
2221,TRAIN,Male,5B,3,N,Named,9,2013,0.07,5407.620926,77251.72751
2225,TRAIN,Male,5B,3,N,Named,9,2013,0.07,5407.620926,77251.72751
2226,TRAIN,Male,3B,0,N,Any,4,2013,0.12,9263.601202,77196.67668
2227,TRAIN,Male,3B,0,N,Any,4,2013,0.12,9263.601202,77196.67668
2229,TRAIN,Male,3B,0,N,Any,4,2013,0.12,9263.601202,77196.67668
2230,TRAIN,Male,3B,0,N,Any,4,2013,0.12,9263.601202,77196.67668
2232,TRAIN,Female,3B,1,N,Any,6,2014,0.21,16210.21912,77191.51962
2233,TRAIN,Female,3B,1,N,Any,6,2014,0.21,16210.21912,77191.51962
2234,TRAIN,Female,3B,1,N,Any,6,2014,0.21,16210.21912,77191.51962
2235,TRAIN,Female,3B,1,N,Any,6,2014,0.21,16210.21912,77191.51962
2236,TRAIN,Male,5B,4+,N,Named,8,2013,0.08,6166.265392,77078.3174
2237,TRAIN,Male,5B,4+,N,Named,8,2013,0.08,6166.265392,77078.3174
2239,TRAIN,Male,5B,4+,N,Named,8,2013,0.08,6166.265392,77078.3174
2240,TRAIN,Male,5B,4+,N,Named,8,2013,0.08,6166.265392,77078.3174
2241,TRAIN,Female,3B,2,N,Any,0,2013,0.2,15395.31669,76976.58345
2242,TRAIN,Female,3B,2,N,Any,0,2013,0.2,15395.31669,76976.58345
2243,TRAIN,Female,3B,2,N,Any,0,2013,0.2,15395.31669,76976.58345
2245,TRAIN,Female,3B,2,N,Any,0,2013,0.2,15395.31669,76976.58345
2246,TRAIN,Male,5B,2,N,Named,10,2014,0.05,3842.424469,76848.48938
2247,TRAIN,Male,5B,2,N,Named,10,2014,0.05,3842.424469,76848.48938
2249,TRAIN,Male,5B,2,N,Named,10,2014,0.05,3842.424469,76848.48938
2250,TRAIN,Male,5B,2,N,Named,10,2014,0.05,3842.424469,76848.48938
2251,TRAIN,Male,2A,1,N,Any,6,2013,0.24,18434.65095,76811.04563
2252,TRAIN,Male,2A,1,N,Any,6,2013,0.24,18434.65095,76811.04563
2253,TRAIN,Male,2A,1,N,Any,6,2013,0.24,18434.65095,76811.04563
2256,TRAIN,Male,3A,4+,N,Named,4,2014,0.09,6898.340376,76648.2264
2257,TRAIN,Male,3A,4+,N,Named,4,2014,0.09,6898.340376,76648.2264
2258,TRAIN,Male,3A,4+,N,Named,4,2014,0.09,6898.340376,76648.2264
2259,TRAIN,Male,3A,4+,N,Named,4,2014,0.09,6898.340376,76648.2264
2260,TRAIN,Male,3A,4+,N,Named,4,2014,0.09,6898.340376,76648.2264
2261,TRAIN,Male,1A,1,N,Named,6,2014,0.29,22201.48484,76556.84428
2262,TRAIN,Male,1A,1,N,Named,6,2014,0.29,22201.48484,76556.84428
2263,TRAIN,Male,1A,1,N,Named,6,2014,0.29,22201.48484,76556.84428
2264,TRAIN,Male,1A,1,N,Named,6,2014,0.29,22201.48484,76556.84428
2265,TRAIN,Male,1A,1,N,Named,6,2014,0.29,22201.48484,76556.84428
2267,TRAIN,Female,4B,2,N,Any,6,2014,0.18,13729.60237,76275.56872
2268,TRAIN,Female,4B,2,N,Any,6,2014,0.18,13729.60237,76275.56872
2270,TRAIN,Female,4B,2,N,Any,6,2014,0.18,13729.60237,76275.56872
2271,TRAIN,Female,2A,2,N,Named,2,2014,0.25,19048.27612,76193.10448
2272,TRAIN,Female,2A,2,N,Named,2,2014,0.25,19048.27612,76193.10448
2273,TRAIN,Female,2A,2,N,Named,2,2014,0.25,19048.27612,76193.10448
2274,TRAIN,Female,2A,2,N,Named,2,2014,0.25,19048.27612,76193.10448
2275,TRAIN,Female,2A,2,N,Named,2,2014,0.25,19048.27612,76193.10448
2276,TRAIN,Male,3B,0,N,Named,4,2013,0.1,7595.693201,75956.93201
2277,TRAIN,Male,3B,0,N,Named,4,2013,0.1,7595.693201,75956.93201
2278,TRAIN,Male,3B,0,N,Named,4,2013,0.1,7595.693201,75956.93201
2281,TRAIN,Male,3B,0,N,Named,5,2013,0.13,9870.899928,75929.99945
2282,TRAIN,Male,3B,0,N,Named,5,2013,0.13,9870.899928,75929.99945
2283,TRAIN,Male,3B,0,N,Named,5,2013,0.13,9870.899928,75929.99945
2284,TRAIN,Male,3B,0,N,Named,5,2013,0.13,9870.899928,75929.99945
2285,TRAIN,Male,3B,0,N,Named,5,2013,0.13,9870.899928,75929.99945
2286,TRAIN,Female,2A,3,N,Named,3,2013,0.12,9105.715424,75880.96187
2287,TRAIN,Female,2A,3,N,Named,3,2013,0.12,9105.715424,75880.96187
2288,TRAIN,Female,2A,3,N,Named,3,2013,0.12,9105.715424,75880.96187
2290,TRAIN,Female,2A,3,N,Named,3,2013,0.12,9105.715424,75880.96187
2291,TRAIN,Male,1B,4+,Y,Any,3,2013,0.12,9084.179539,75701.49616
2293,TRAIN,Male,1B,4+,Y,Any,3,2013,0.12,9084.179539,75701.49616
2296,TRAIN,Male,3B,4+,Y,Named,1,2013,0.13,9835.359113,75656.60856
2297,TRAIN,Male,3B,4+,Y,Named,1,2013,0.13,9835.359113,75656.60856
2298,TRAIN,Male,3B,4+,Y,Named,1,2013,0.13,9835.359113,75656.60856
2299,TRAIN,Male,3B,4+,Y,Named,1,2013,0.13,9835.359113,75656.60856
2300,TRAIN,Male,3B,4+,Y,Named,1,2013,0.13,9835.359113,75656.60856
2302,TRAIN,Female,4A,3,N,Named,3,2013,0.12,9072.817048,75606.80873
2303,TRAIN,Female,4A,3,N,Named,3,2013,0.12,9072.817048,75606.80873
2304,TRAIN,Female,4A,3,N,Named,3,2013,0.12,9072.817048,75606.80873
2305,TRAIN,Female,4A,3,N,Named,3,2013,0.12,9072.817048,75606.80873
2306,TRAIN,Male,4A,4+,Y,Any,1,2014,0.04,3022.610034,75565.25085
2307,TRAIN,Male,4A,4+,Y,Any,1,2014,0.04,3022.610034,75565.25085
2308,TRAIN,Male,4A,4+,Y,Any,1,2014,0.04,3022.610034,75565.25085
2309,TRAIN,Male,4A,4+,Y,Any,1,2014,0.04,3022.610034,75565.25085
2310,TRAIN,Male,4A,4+,Y,Any,1,2014,0.04,3022.610034,75565.25085
2311,TRAIN,Male,2A,0,N,Any,13,2013,0.1,7553.083859,75530.83859
2313,TRAIN,Male,2A,0,N,Any,13,2013,0.1,7553.083859,75530.83859
2314,TRAIN,Male,2A,0,N,Any,13,2013,0.1,7553.083859,75530.83859
2315,TRAIN,Male,2A,0,N,Any,13,2013,0.1,7553.083859,75530.83859
2316,TRAIN,Female,1B,0,N,Named,5,2013,0.24,18088.35921,75368.16338
2318,TRAIN,Female,1B,0,N,Named,5,2013,0.24,18088.35921,75368.16338
2319,TRAIN,Female,1B,0,N,Named,5,2013,0.24,18088.35921,75368.16338
2321,TRAIN,Female,1A,4+,N,Named,5,2013,0.31,23360.02661,75354.92455
2322,TRAIN,Female,1A,4+,N,Named,5,2013,0.31,23360.02661,75354.92455
2323,TRAIN,Female,1A,4+,N,Named,5,2013,0.31,23360.02661,75354.92455
2324,TRAIN,Female,1A,4+,N,Named,5,2013,0.31,23360.02661,75354.92455
2325,TRAIN,Female,1A,4+,N,Named,5,2013,0.31,23360.02661,75354.92455
2326,TRAIN,Male,5B,4+,Y,Named,2,2014,0.1,7489.680024,74896.80024
2327,TRAIN,Male,5B,4+,Y,Named,2,2014,0.1,7489.680024,74896.80024
2328,TRAIN,Male,5B,4+,Y,Named,2,2014,0.1,7489.680024,74896.80024
2329,TRAIN,Male,5B,4+,Y,Named,2,2014,0.1,7489.680024,74896.80024
2330,TRAIN,Male,5B,4+,Y,Named,2,2014,0.1,7489.680024,74896.80024
2331,TRAIN,Male,5A,4+,N,Any,9,2013,0.01,747.348036,74734.8036
2332,TRAIN,Male,5A,4+,N,Any,9,2013,0.01,747.348036,74734.8036
2334,TRAIN,Male,5A,4+,N,Any,9,2013,0.01,747.348036,74734.8036
2335,TRAIN,Male,5A,4+,N,Any,9,2013,0.01,747.348036,74734.8036
2336,TRAIN,Male,4A,3,N,Any,5,2013,0.15,11207.90841,74719.3894
2337,TRAIN,Male,4A,3,N,Any,5,2013,0.15,11207.90841,74719.3894
2338,TRAIN,Male,4A,3,N,Any,5,2013,0.15,11207.90841,74719.3894
2339,TRAIN,Male,4A,3,N,Any,5,2013,0.15,11207.90841,74719.3894
2340,TRAIN,Male,4A,3,N,Any,5,2013,0.15,11207.90841,74719.3894
2342,TRAIN,Female,2A,2,N,Any,4,2013,0.28,20870.31983,74536.85654
2343,TRAIN,Female,2A,2,N,Any,4,2013,0.28,20870.31983,74536.85654
2344,TRAIN,Female,2A,2,N,Any,4,2013,0.28,20870.31983,74536.85654
2345,TRAIN,Female,2A,2,N,Any,4,2013,0.28,20870.31983,74536.85654
2346,TRAIN,Male,2A,0,N,Any,13,2014,0.08,5959.768048,74497.1006
2347,TRAIN,Male,2A,0,N,Any,13,2014,0.08,5959.768048,74497.1006
2348,TRAIN,Male,2A,0,N,Any,13,2014,0.08,5959.768048,74497.1006
2349,TRAIN,Male,2A,0,N,Any,13,2014,0.08,5959.768048,74497.1006
2350,TRAIN,Male,2A,0,N,Any,13,2014,0.08,5959.768048,74497.1006
2353,TRAIN,Female,3B,4+,Y,Named,3,2014,0.28,20852.62615,74473.66482
2354,TRAIN,Female,3B,4+,Y,Named,3,2014,0.28,20852.62615,74473.66482
2355,TRAIN,Female,3B,4+,Y,Named,3,2014,0.28,20852.62615,74473.66482
2356,TRAIN,Male,3B,2,N,Named,5,2013,0.3,22341.8285,74472.76167
2357,TRAIN,Male,3B,2,N,Named,5,2013,0.3,22341.8285,74472.76167
2358,TRAIN,Male,3B,2,N,Named,5,2013,0.3,22341.8285,74472.76167
2359,TRAIN,Male,3B,2,N,Named,5,2013,0.3,22341.8285,74472.76167
2362,TRAIN,Male,4A,4+,N,Named,5,2013,0.12,8931.248336,74427.06947
2363,TRAIN,Male,4A,4+,N,Named,5,2013,0.12,8931.248336,74427.06947
2364,TRAIN,Male,4A,4+,N,Named,5,2013,0.12,8931.248336,74427.06947
2365,TRAIN,Male,4A,4+,N,Named,5,2013,0.12,8931.248336,74427.06947
2366,TRAIN,Female,2B,0,N,Any,9,2013,0.04,2976.047823,74401.19558
2367,TRAIN,Female,2B,0,N,Any,9,2013,0.04,2976.047823,74401.19558
2370,TRAIN,Female,2B,0,N,Any,9,2013,0.04,2976.047823,74401.19558
2371,TRAIN,Female,2B,1,N,Named,0,2014,0.59,43737.31885,74131.0489
2372,TRAIN,Female,2B,1,N,Named,0,2014,0.59,43737.31885,74131.0489
2373,TRAIN,Female,2B,1,N,Named,0,2014,0.59,43737.31885,74131.0489
2374,TRAIN,Female,2B,1,N,Named,0,2014,0.59,43737.31885,74131.0489
2375,TRAIN,Female,2B,1,N,Named,0,2014,0.59,43737.31885,74131.0489
2376,TRAIN,Female,3B,2,N,Any,9,2013,0.06,4439.298862,73988.31437
2377,TRAIN,Female,3B,2,N,Any,9,2013,0.06,4439.298862,73988.31437
2379,TRAIN,Female,3B,2,N,Any,9,2013,0.06,4439.298862,73988.31437
2380,TRAIN,Female,3B,2,N,Any,9,2013,0.06,4439.298862,73988.31437
2381,TRAIN,Male,2B,4+,Y,Any,10,2014,0.14,10353.4018,73952.87
2382,TRAIN,Male,2B,4+,Y,Any,10,2014,0.14,10353.4018,73952.87
2383,TRAIN,Male,2B,4+,Y,Any,10,2014,0.14,10353.4018,73952.87
2385,TRAIN,Male,2B,4+,Y,Any,10,2014,0.14,10353.4018,73952.87
2386,TRAIN,Male,4B,0,N,Any,0,2014,0.2,14786.11599,73930.57995
2387,TRAIN,Male,4B,0,N,Any,0,2014,0.2,14786.11599,73930.57995
2388,TRAIN,Male,4B,0,N,Any,0,2014,0.2,14786.11599,73930.57995
2391,TRAIN,Female,1B,1,N,Any,6,2013,0.1,7370.425208,73704.25208
2392,TRAIN,Female,1B,1,N,Any,6,2013,0.1,7370.425208,73704.25208
2393,TRAIN,Female,1B,1,N,Any,6,2013,0.1,7370.425208,73704.25208
2394,TRAIN,Female,1B,1,N,Any,6,2013,0.1,7370.425208,73704.25208
2396,TRAIN,Male,2B,0,N,Named,3,2013,0.31,22845.41146,73694.87568
2398,TRAIN,Male,2B,0,N,Named,3,2013,0.31,22845.41146,73694.87568
2399,TRAIN,Male,2B,0,N,Named,3,2013,0.31,22845.41146,73694.87568
2400,TRAIN,Male,2B,0,N,Named,3,2013,0.31,22845.41146,73694.87568
2401,TRAIN,Female,5A,3,N,Named,11,2014,0.06,4415.507132,73591.78553
2402,TRAIN,Female,5A,3,N,Named,11,2014,0.06,4415.507132,73591.78553
2403,TRAIN,Female,5A,3,N,Named,11,2014,0.06,4415.507132,73591.78553
2404,TRAIN,Female,5A,3,N,Named,11,2014,0.06,4415.507132,73591.78553
2405,TRAIN,Female,5A,3,N,Named,11,2014,0.06,4415.507132,73591.78553
2406,TRAIN,Male,5B,4+,Y,Named,4,2014,0.21,15329.15921,72995.99624
2407,TRAIN,Male,5B,4+,Y,Named,4,2014,0.21,15329.15921,72995.99624
2408,TRAIN,Male,5B,4+,Y,Named,4,2014,0.21,15329.15921,72995.99624
2409,TRAIN,Male,5B,4+,Y,Named,4,2014,0.21,15329.15921,72995.99624
2410,TRAIN,Male,5B,4+,Y,Named,4,2014,0.21,15329.15921,72995.99624
2411,TRAIN,Female,5A,4+,Y,Any,4,2013,0.16,11649.4601,72809.12563
2412,TRAIN,Female,5A,4+,Y,Any,4,2013,0.16,11649.4601,72809.12563
2414,TRAIN,Female,5A,4+,Y,Any,4,2013,0.16,11649.4601,72809.12563
2416,TRAIN,Male,3A,0,N,Named,7,2013,0.08,5813.367557,72667.09446
2417,TRAIN,Male,3A,0,N,Named,7,2013,0.08,5813.367557,72667.09446
2418,TRAIN,Male,3A,0,N,Named,7,2013,0.08,5813.367557,72667.09446
2419,TRAIN,Male,3A,0,N,Named,7,2013,0.08,5813.367557,72667.09446
2420,TRAIN,Male,3A,0,N,Named,7,2013,0.08,5813.367557,72667.09446
2421,TRAIN,Female,1A,3,N,Named,7,2014,0.07,5059.226243,72274.66061
2422,TRAIN,Female,1A,3,N,Named,7,2014,0.07,5059.226243,72274.66061
2423,TRAIN,Female,1A,3,N,Named,7,2014,0.07,5059.226243,72274.66061
2425,TRAIN,Female,1A,3,N,Named,7,2014,0.07,5059.226243,72274.66061
2426,TRAIN,Male,2A,0,N,Any,5,2013,0.31,22345.26367,72081.49571
2427,TRAIN,Male,2A,0,N,Any,5,2013,0.31,22345.26367,72081.49571
2428,TRAIN,Male,2A,0,N,Any,5,2013,0.31,22345.26367,72081.49571
2429,TRAIN,Male,2A,0,N,Any,5,2013,0.31,22345.26367,72081.49571
2432,TRAIN,Male,3B,4+,Y,Named,7,2014,0.13,9367.991261,72061.47124
2433,TRAIN,Male,3B,4+,Y,Named,7,2014,0.13,9367.991261,72061.47124
2435,TRAIN,Male,3B,4+,Y,Named,7,2014,0.13,9367.991261,72061.47124
2436,TRAIN,Female,3B,0,N,Any,4,2013,0.31,22332.71208,72041.00671
2437,TRAIN,Female,3B,0,N,Any,4,2013,0.31,22332.71208,72041.00671
2438,TRAIN,Female,3B,0,N,Any,4,2013,0.31,22332.71208,72041.00671
2439,TRAIN,Female,3B,0,N,Any,4,2013,0.31,22332.71208,72041.00671
2440,TRAIN,Female,3B,0,N,Any,4,2013,0.31,22332.71208,72041.00671
2442,TRAIN,Female,2B,1,N,Named,6,2014,0.22,15839.71315,71998.69614
2445,TRAIN,Female,2B,1,N,Named,6,2014,0.22,15839.71315,71998.69614
2446,TRAIN,Male,5B,0,N,Any,1,2014,0.18,12956.27617,71979.31206
2447,TRAIN,Male,5B,0,N,Any,1,2014,0.18,12956.27617,71979.31206
2448,TRAIN,Male,5B,0,N,Any,1,2014,0.18,12956.27617,71979.31206
2450,TRAIN,Male,5B,0,N,Any,1,2014,0.18,12956.27617,71979.31206
2451,TRAIN,Male,4B,3,N,Any,2,2013,0.25,17987.68226,71950.72904
2452,TRAIN,Male,4B,3,N,Any,2,2013,0.25,17987.68226,71950.72904
2453,TRAIN,Male,4B,3,N,Any,2,2013,0.25,17987.68226,71950.72904
2454,TRAIN,Male,4B,3,N,Any,2,2013,0.25,17987.68226,71950.72904
2455,TRAIN,Male,4B,3,N,Any,2,2013,0.25,17987.68226,71950.72904
2456,TRAIN,Male,2B,0,N,Any,7,2014,0.1,7185.494162,71854.94162
2457,TRAIN,Male,2B,0,N,Any,7,2014,0.1,7185.494162,71854.94162
2458,TRAIN,Male,2B,0,N,Any,7,2014,0.1,7185.494162,71854.94162
2459,TRAIN,Male,2B,0,N,Any,7,2014,0.1,7185.494162,71854.94162
2460,TRAIN,Male,2B,0,N,Any,7,2014,0.1,7185.494162,71854.94162
2462,TRAIN,Male,2B,1,N,Named,2,2014,0.23,16487.98193,71686.87796
2463,TRAIN,Male,2B,1,N,Named,2,2014,0.23,16487.98193,71686.87796
2464,TRAIN,Male,2B,1,N,Named,2,2014,0.23,16487.98193,71686.87796
2465,TRAIN,Male,2B,1,N,Named,2,2014,0.23,16487.98193,71686.87796
2467,TRAIN,Male,2A,4+,Y,Any,10,2013,0.13,9313.807558,71644.67352
2468,TRAIN,Male,2A,4+,Y,Any,10,2013,0.13,9313.807558,71644.67352
2469,TRAIN,Male,2A,4+,Y,Any,10,2013,0.13,9313.807558,71644.67352
2470,TRAIN,Male,2A,4+,Y,Any,10,2013,0.13,9313.807558,71644.67352
2472,TRAIN,Female,5A,4+,N,Named,4,2014,0.41,29321.41718,71515.65166
2473,TRAIN,Female,5A,4+,N,Named,4,2014,0.41,29321.41718,71515.65166
2474,TRAIN,Female,5A,4+,N,Named,4,2014,0.41,29321.41718,71515.65166
2475,TRAIN,Female,5A,4+,N,Named,4,2014,0.41,29321.41718,71515.65166
2476,TRAIN,Female,3B,3,N,Any,7,2014,0.15,10721.5746,71477.164
2477,TRAIN,Female,3B,3,N,Any,7,2014,0.15,10721.5746,71477.164
2479,TRAIN,Female,3B,3,N,Any,7,2014,0.15,10721.5746,71477.164
2480,TRAIN,Female,3B,3,N,Any,7,2014,0.15,10721.5746,71477.164
2481,TRAIN,Female,6A,0,N,Named,3,2013,0.08,5711.897869,71398.72336
2482,TRAIN,Female,6A,0,N,Named,3,2013,0.08,5711.897869,71398.72336
2483,TRAIN,Female,6A,0,N,Named,3,2013,0.08,5711.897869,71398.72336
2484,TRAIN,Female,6A,0,N,Named,3,2013,0.08,5711.897869,71398.72336
2485,TRAIN,Female,6A,0,N,Named,3,2013,0.08,5711.897869,71398.72336
2486,TRAIN,Female,4A,4+,N,Any,6,2014,0.11,7851.669948,71378.81771
2488,TRAIN,Female,4A,4+,N,Any,6,2014,0.11,7851.669948,71378.81771
2489,TRAIN,Female,4A,4+,N,Any,6,2014,0.11,7851.669948,71378.81771
2490,TRAIN,Female,4A,4+,N,Any,6,2014,0.11,7851.669948,71378.81771
2491,TRAIN,Male,5B,4+,N,Named,0,2014,0.06,4281.175389,71352.92315
2494,TRAIN,Male,5B,4+,N,Named,0,2014,0.06,4281.175389,71352.92315
2495,TRAIN,Male,5B,4+,N,Named,0,2014,0.06,4281.175389,71352.92315
2496,TRAIN,Female,2B,4+,Y,Named,1,2014,0.04,2848.614555,71215.36388
2497,TRAIN,Female,2B,4+,Y,Named,1,2014,0.04,2848.614555,71215.36388
2500,TRAIN,Female,2B,4+,Y,Named,1,2014,0.04,2848.614555,71215.36388
2502,TRAIN,Female,2A,2,N,Any,0,2013,0.56,39870.4529,71197.23732
2503,TRAIN,Female,2A,2,N,Any,0,2013,0.56,39870.4529,71197.23732
2504,TRAIN,Female,2A,2,N,Any,0,2013,0.56,39870.4529,71197.23732
2505,TRAIN,Female,2A,2,N,Any,0,2013,0.56,39870.4529,71197.23732
2506,TRAIN,Female,1A,4+,Y,Named,3,2014,0.32,22781.10035,71190.93859
2507,TRAIN,Female,1A,4+,Y,Named,3,2014,0.32,22781.10035,71190.93859
2508,TRAIN,Female,1A,4+,Y,Named,3,2014,0.32,22781.10035,71190.93859
2510,TRAIN,Female,1A,4+,Y,Named,3,2014,0.32,22781.10035,71190.93859
2512,TRAIN,Male,1B,0,N,Any,0,2014,0.11,7827.580061,71159.81874
2513,TRAIN,Male,1B,0,N,Any,0,2014,0.11,7827.580061,71159.81874
2514,TRAIN,Male,1B,0,N,Any,0,2014,0.11,7827.580061,71159.81874
2516,TRAIN,Male,3B,0,N,Named,6,2013,0.15,10619.83343,70798.88953
2517,TRAIN,Male,3B,0,N,Named,6,2013,0.15,10619.83343,70798.88953
2518,TRAIN,Male,3B,0,N,Named,6,2013,0.15,10619.83343,70798.88953
2519,TRAIN,Male,3B,0,N,Named,6,2013,0.15,10619.83343,70798.88953
2520,TRAIN,Male,3B,0,N,Named,6,2013,0.15,10619.83343,70798.88953
2521,TRAIN,Female,3A,4+,N,Any,3,2014,0.13,9200.062,70769.70769
2523,TRAIN,Female,3A,4+,N,Any,3,2014,0.13,9200.062,70769.70769
2524,TRAIN,Female,3A,4+,N,Any,3,2014,0.13,9200.062,70769.70769
2525,TRAIN,Female,3A,4+,N,Any,3,2014,0.13,9200.062,70769.70769
2526,TRAIN,Female,2B,1,N,Named,6,2013,0.22,15560.53524,70729.70564
2527,TRAIN,Female,2B,1,N,Named,6,2013,0.22,15560.53524,70729.70564
2528,TRAIN,Female,2B,1,N,Named,6,2013,0.22,15560.53524,70729.70564
